A1BG,-1.7874795
A1CF,-4.4309325
A2M,-8.400789
A4GALT,-1.595236
AAAS,-0.35677144
AACS,0.88425267
AAGAB,0.58158296
AAMDC,0
AANAT,-3.1112108
AAR2,0
AARS,1.0594271
AARSD1,0.91102237
AASDHPPT,-0.044290505
AASS,0.6408895
AATF,0.4027119
AATK,0.16251272
ABAT,-0.22011895
ABCA1,-5.676734
ABCA12,-3.0129497
ABCA13,-1.7850972
ABCA2,1.1739388
ABCA4,-0.42101333
ABCA5,-0.6575771
ABCA6,-0.28631437
ABCA7,0.50023276
ABCA9,-0.8271188
ABCB1,4.21347
ABCB10,-0.23537256
ABCB11,0.015253397
ABCB4,-1.1692944
ABCB6,-2.5248308
ABCB7,-0.13454923
ABCB8,0.18086235
ABCB9,0.58494425
ABCC1,-0.42058384
ABCC10,0.1063051
ABCC12,0.2637569
ABCC2,-5.59597
ABCC4,-2.0253963
ABCC5,-0.76012427
ABCC6,-3.6387174
ABCC8,-1.5891029
ABCC9,0.20567156
ABCD2,0.15442875
ABCD3,0.05945686
ABCD4,0.31956768
ABCF1,-1.0641012
ABCF2,0.3468475
ABCF3,0.04572384
ABCG1,-4.7345395
ABCG2,-1.024488
ABCG4,-1.7160261
ABCG5,-4.9057126
ABCG8,-3.755483
ABHD1,0.47991
ABHD10,0.06519851
ABHD12,0.40079775
ABHD14B,1.0405111
ABHD16A,0.8922224
ABHD2,2.998763
ABHD3,-0.15417959
ABHD4,-0.79062283
ABHD5,-0.031466436
ABHD6,0.9030018
ABI2,-1.0160656
ABI3,-1.5150986
ABL1,-0.3236627
ABL2,-1.0407805
ABLIM1,1.8511982
ABLIM2,4.2134223
ABO,1.2956762
ABR,2.2675214
ABRA,0.15821551
ABRACL,0
ABT1,1.0858507
ABTB1,1.3438396
ABTB2,-1.2392949
ACAA1,-0.20140252
ACAA2,0.50643927
ACACA,1.0341252
ACACB,-0.5893656
ACAD10,0.8476515
ACAD8,0.7302183
ACAD9,0.19706248
ACADL,0.07494876
ACADM,0.8293353
ACADS,0.5956053
ACADSB,0.7672262
ACADVL,0.9954768
ACAN,-0.1463295
ACAP1,-2.5795193
ACAP2,0.7047328
ACAP3,0.25258833
ACAT1,0.8316164
ACAT2,0.08365624
ACBD3,0.7966448
ACBD4,0.6096726
ACBD5,1.2238503
ACBD6,-0.12783429
ACD,-0.15751845
ACE,0.15363939
ACE2,-0.8317987
ACER3,0.4883505
ACHE,-0.086798206
ACKR1,0
ACKR3,0
ACLY,0.18591121
ACMSD,0.103483275
ACO1,-0.288683
ACO2,0.88131803
ACOT13,0.7378674
ACOT8,-0.81622165
ACOT9,0.71858126
ACOX1,-1.3903923
ACOX3,0.79057586
ACOXL,-3.043226
ACP1,-0.596938
ACP6,1.2041798
ACPP,4.6992726
ACRBP,-0.0963019
ACRC,-1.7444453
ACSBG1,-0.9021479
ACSF2,0.5656662
ACSF3,-0.5576362
ACSL1,1.8144149
ACSL3,-0.5986061
ACSL6,4.901706
ACSM3,-2.0023203
ACSM5,-2.9837518
ACSS2,0.07621572
ACSS3,-2.8113446
ACTA1,-3.330347
ACTB,-0.17349243
ACTC1,0.13697486
ACTG1,-0.33474627
ACTL6A,-0.4520216
ACTL6B,-0.10957437
ACTL7A,-0.6459481
ACTL7B,0.016327474
ACTL8,-1.5914712
ACTN1,-0.8654098
ACTN2,-1.4844527
ACTN3,-0.024849908
ACTN4,1.3071918
ACTR1A,0.058798864
ACTR1B,0.023067512
ACTR2,0.5034696
ACTR3,0.74674314
ACTR3B,-0.14482394
ACTR5,0.37862957
ACTR6,0.6167031
ACVR1,0.9371839
ACVR1B,0.17358534
ACVR1C,0.5613505
ACVR2A,2.4434586
ACVR2B,-1.011714
ACY3,3.1224363
ACYP2,0.23315518
ADA,-2.8317308
ADAM10,-0.71896595
ADAM11,-1.1775521
ADAM12,-1.5382951
ADAM15,0.5986175
ADAM17,0.5637931
ADAM2,-0.020327626
ADAM22,-3.963431
ADAM23,-4.2095437
ADAM28,-2.1987147
ADAM33,1.2344795
ADAM8,2.4537048
ADAM9,1.7006117
ADAMTS10,-2.4539242
ADAMTS12,-0.843689
ADAMTS13,-1.0647184
ADAMTS17,2.196247
ADAMTS20,0.51631427
ADAMTS5,-3.0140915
ADAMTS6,-2.527074
ADAMTS9,-1.3031807
ADAMTSL2,-0.6234538
ADAMTSL3,0.04010741
ADAMTSL4,-2.420977
ADAP1,2.9474142
ADAP2,-1.7720658
ADAR,0.121771894
ADAT1,0.3332281
ADAT2,-0.18136604
ADAT3,-0.16627592
ADCK1,1.0995585
ADCK2,0.3331279
ADCK3,0.45939785
ADCK4,0.2965155
ADCK5,0.2560997
ADCY1,-6.993096
ADCY10,0.062092595
ADCY2,0.15356919
ADCY3,-0.52592564
ADCY5,1.3327495
ADCY6,0.45729545
ADCY7,-3.7692275
ADCY8,-0.45483094
ADCYAP1R1,-0.26606467
ADD3,1.5312366
ADH1A,0.8518648
ADH1B,0.14181621
ADH1C,-0.12482089
ADH4,-5.2979507
ADH5,-0.4568977
ADH6,0.18764538
ADHFE1,-0.29212138
ADI1,0.7547149
ADIPOQ,0.11195548
ADIPOR1,0.38736448
ADIPOR2,0.026055316
ADIRF,0
ADK,0.34948155
ADM,-2.1624315
ADM5,0
ADNP,-0.5390376
ADNP2,0.71150106
ADO,1.3554854
ADORA1,-0.88125914
ADORA2A,-2.7278714
ADORA2B,3.2741451
ADORA3,0.13082017
ADPGK,0.3969298
ADPRH,-2.0554142
ADPRM,0
ADRA1A,0.18090363
ADRA1D,-0.7597328
ADRA2B,0.12963912
ADRA2C,2.6147144
ADRB1,-3.7314463
ADRB2,-3.5858235
ADRB3,0.473974
ADRBK1,0.36048225
ADRBK2,-4.531825
ADRM1,1.1246538
ADSL,0.25897226
ADTRP,0
AEBP2,-0.19501871
AES,1.4802388
AFAP1L2,-2.6243508
AFF1,0.71382046
AFF2,-1.9855118
AFF4,1.1307687
AFG3L1P,0.22461984
AFG3L2,0.87014
AFP,-7.6132936
AFTPH,1.4400234
AGA,-0.39314085
AGAP1,1.9819776
AGAP2,-1.2183231
AGBL2,-3.5491776
AGER,0.061601922
AGFG1,0.20362088
AGFG2,0.46525648
AGGF1,-0.6359128
AGK,0.23851962
AGL,0.49508858
AGO1,0
AGO2,0
AGO3,0
AGO4,0
AGPAT1,0.11540694
AGPAT3,0.34903714
AGPAT4,-5.7217517
AGPAT6,0.5759325
AGPS,-1.903553
AGR2,4.090042
AGR3,2.408636
AGRN,-0.028072266
AGRP,-2.7018514
AGT,-4.7354755
AGTPBP1,0.54177856
AGTR1,0.023078006
AGTR2,0.20573913
AGTRAP,0.108011186
AGXT,-2.0529346
AGXT2,0.10774643
AHCTF1,-0.27844673
AHCY,0.06698704
AHCYL1,0.19982718
AHCYL2,0.12102992
AHDC1,-1.1361006
AHI1,0.99988174
AHR,0.9522114
AHRR,1.0096102
AHSA1,0.19178681
AHSA2,0.778522
AHSG,-5.5213175
AHSP,-0.3484711
AICDA,-0.88129854
AIF1,-7.171274
AIF1L,-0.5392819
AIFM1,0.25242808
AIFM2,0.22083838
AIFM3,3.409295
AIG1,1.2047559
AIM2,-4.158611
AIMP1,0.21404737
AIMP2,0.8397617
AIP,-0.14616106
AIPL1,2.4420736
AIRE,3.108311
AJAP1,-5.5651298
AK1,1.4224614
AK2,0.10362814
AK3,0.10623736
AK4,-3.5812287
AK5,0.12445645
AK7,-1.3909026
AK8,0.7350746
AK9,0
AKAP1,0.85380656
AKAP11,-0.42222312
AKAP13,-1.1858474
AKAP3,1.7797285
AKAP4,0.46584845
AKAP6,0.07721065
AKAP7,-0.25156787
AKAP8,0.46407118
AKAP8L,0.10890774
AKAP9,-0.20513342
AKIP1,0.6710511
AKIRIN1,0.16346833
